"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1214223";"";"None";"271.27";"0";"2.39";"3a";"CC1(C)OC(=O)C(=Cc2c[nH]c3ccccc23)C(=O)O1";"MIC";"'='";"10.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL2434493";"Antibacterial activity against Escherichia coli ATCC 8739 after 24 hrs by agar well diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2429768";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"10.0"
"CHEMBL1241418";"";"None";"179.25";"0";"1.89";"2d";"Cc1ccc2nc(NN)sc2c1";"MIC";"'='";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1246046";"Antibacterial activity against Escherichia coli MTCC 443 by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1240474";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"100.0"
"CHEMBL1098592";"";"None";"259.74";"0";"4.00";"2g";"Cc1ccc2c(c1)CN(c1ccccc1Cl)CO2";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1105571";"Antimicrobial activity against Escherichia coli after 24 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1157043";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"50.0"
"CHEMBL453";"SULFISOXAZOLE";"4.0";"267.31";"0";"1.67";"Sulfisoxazole";"Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C";"MIC";"'='";"62.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3364198";"Antimicrobial activity against Escherichia coli RCMB 010052 assessed as absence of turbidity after 24 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3351454";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"62.5"
"CHEMBL437";"SULFATHIAZOLE";"4.0";"255.32";"0";"1.53";"Sulfathiazole";"Nc1ccc(S(=O)(=O)Nc2nccs2)cc1";"MIC";"'='";"100000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3369505";"Antibacterial activity against Escherichia coli RCMB 010052 after 24 hrs by twofold serial dilution technique";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3351668";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"100.0"
"CHEMBL3098264";"";"None";"282.33";"0";"1.91";"H2";"Sc1nnc(-c2cnccn2)n1/N=C/c1ccccc1";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3101519";"Antimicrobial activity against Escherichia coli ATCC 25922 assessed as parasite growth inhibition after 24 hrs by two-fold serial broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3098096";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"25.0"
"CHEMBL1288870";"";"None";"264.33";"0";"3.11";"9g";"Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1";"MIC";"'>'";"200.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1292123";"Antimicrobial activity against Escherichia coli ATCC 25922";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1287712";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"200.0"
"CHEMBL67862";"";"None";"238.22";"0";"0.00";"2";"CC(C)CC(N)C(=O)NC(C)P(=O)(O)O";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL673720";"Minimum inhibitory concentration (MIC) to control the growth of Escherichia coli strain PCM 2057";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1123266";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"8.0"
"CHEMBL69447";"";"None";"266.28";"0";"0.64";"4";"CC(C)CC(N)C(=O)NC(C(C)C)P(=O)(O)O";"MIC";"'>'";"512.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL673720";"Minimum inhibitory concentration (MIC) to control the growth of Escherichia coli strain PCM 2057";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1123266";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"512.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"IPM";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.06";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1218486";"Antimicrobial activity in Escherichia coli TOP10 strain";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1212781";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"0.06"
"CHEMBL44884";"ETHAMBUTOL";"4.0";"204.31";"0";"-0.29";"EB";"CC[C@@H](CO)NCCN[C@@H](CC)CO";"MIC";"'>'";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1670206";"Antimicrobial activity against Escherichia coli DH5alpha";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1667806";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"100.0"
"CHEMBL461450";"";"None";"299.36";"0";"4.19";"V";"CCCCCCCCCOc1ccc(F)c(C(N)=O)c1F";"MIC";"'>'";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3378837";"Antibiotic activity against Escherichia coli DH5alpha assessed as growth inhibition after 2 days by optical microscopy";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3352283";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";"";"100.0"
"CHEMBL22";"TRIMETHOPRIM";"4.0";"290.32";"0";"1.26";"Trimethoprim";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC";"MIC";"'='";"0.1";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1634998";"Antimicrobial activity against Escherichia coli ATCC 29522 by microdilution assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1629617";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"None";"";"";"";"0.1"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"Nalidixic acid";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"32.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1666838";"Antimicrobial activity against Escherichia coli isolate M3 harboring qnrS1 gene by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1649485";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"None";"";"";"";"32.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.12";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1638062";"Antibacterial activity against Escherichia coli TOP10 by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1629609";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"None";"";"";"";"0.12"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"Nalidixic acid";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"32.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL912053";"Inhibitory activity against azide-resistant Escherichia coli J53 T35";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1142151";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"32.0"
"CHEMBL221962";"";"None";"258.28";"0";"0.14";"22";"NNC(=O)CNC(=O)c1cc2ccccc2cc1N";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL856869";"Antibacterial activity against Escherichia coli ATCC 25922 in absence of methionine";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1141414";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"128.0"
"CHEMBL375564";"";"None";"253.26";"0";"-0.58";"17";"COc1cccc(OC)c1C(=O)NCC(=O)NN";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL856869";"Antibacterial activity against Escherichia coli ATCC 25922 in absence of methionine";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1141414";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"128.0"
"CHEMBL3359153";"";"None";"250.34";"0";"2.76";"3";"CC(C)=CCC[C@]1(C)[C@@H]2[C@H]1C=C(C(=O)O)C[C@@H]2O";"MIC";"'='";"5.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3374604";"Antimicrobial activity against Escherichia coli DSM 1116 incubated for 24 hrs by disk diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3352250";"1";"Scientific Literature";"J Nat Prod";"2014";"None";"";"";"";"5.0"
"CHEMBL3359155";"";"None";"186.21";"0";"1.52";"5";"C=C(C(=O)O)[C@H](CCCC)C(=O)O";"MIC";"'='";"10.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3374604";"Antimicrobial activity against Escherichia coli DSM 1116 incubated for 24 hrs by disk diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3352250";"1";"Scientific Literature";"J Nat Prod";"2014";"None";"";"";"";"10.0"
"CHEMBL3397545";"";"None";"265.70";"0";"-2.09";"5";"CNC(=O)[C@@H](N)CNC(=O)/C=C/C(=O)OC.Cl";"MIC";"'>'";"1024.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3399714";"Antimicrobial activity against Escherichia coli PCM 2560 assessed as growth inhibition serial 2-fold dilution microtitre plate method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3397043";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";"";"1024.0"
"CHEMBL3273429";"";"None";"256.10";"0";"-1.66";"3b";"Br.C[C@@H](N)C(=O)N[C@H](C)C(=O)NO";"MIC";"'>'";"100000.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3280793";"Antimicrobial activity against Escherichia coli JuhL after 24 hrs by twofold agar dilution test";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3272263";"1";"Scientific Literature";"J Med Chem";"1976";"None";"";"";"";"100.0"
"CHEMBL3236838";"";"None";"195.17";"0";"-1.84";"8";"CO[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@@H]1O.N";"MIC";"'>'";"2000000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3243830";"Antibacterial activity against Escherichia coli K-12 BW25113 after 18 to 20 hrs by broth microdilution test";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3232738";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"2.0"
"CHEMBL385365";"";"None";"221.34";"0";"3.57";"I";"CC(C)(C)c1cc(N)c(O)c(C(C)(C)C)c1";"MIC";"'>'";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL855984";"Antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1137281";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"50.0"
"CHEMBL28319";"QUESTIOMYCIN B";"None";"109.13";"0";"0.97";"III, Questiomycin B";"Nc1ccccc1O";"MIC";"'>'";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL855984";"Antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1137281";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"50.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'<='";"0.06";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL914542";"Antimicrobial activity against Escherichia coli XL10/pSHV-31";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1142078";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"0.06"
"CHEMBL107219";"";"None";"272.35";"0";"-0.73";"42b";"CN(CC(=O)O)NC(=O)CC(N)C1CCC(N)CC1";"MIC";"'='";"32.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675415";"Minimum inhibitory concentration (MIC) against Escherichia coli MG1655 tolC";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146783";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"32.0"
"CHEMBL216480";"";"None";"283.12";"0";"2.02";"6b";"O=C(CNO)Cc1c[nH]c2ccc(Br)cc12";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL913397";"Antibacterial activity against Escherichia coli CAG1284";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1139216";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"8.0"
"CHEMBL220470";"";"None";"294.35";"0";"1.97";"21";"CC(C)(C)OC(=O)NC(Cc1ccccc1)CN(O)C=O";"MIC";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL913396";"Antibacterial activity against Escherichia coli K37";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1139216";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";""
"CHEMBL224214";"CARBONYL CYANIDE M-CHLOROPHENYLHYDRAZONE";"None";"204.62";"0";"2.16";"CCCP";"N#CC(C#N)=NNc1cccc(Cl)c1";"MIC";"'='";"32000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL919161";"Antibacterial activity against Escherichia coli AG102MB after 24 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1142090";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"32.0"
"CHEMBL322334";"";"None";"294.31";"0";"1.00";"25";"CCCc1cc(C2=NC(C(=O)NO)CO2)cc(O)c1OC";"MIC";"'='";"12.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675321";"Antibacterial activity against Escherichia coli was determined";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1131914";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"12.5"
"CHEMBL64946";"";"None";"229.06";"0";"-0.64";"9";"N[C@@H](CCl)C(=O)N[C@@H](CCl)C(=O)O";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676177";"Compound was tested for antibacterial activity at a concentration of 100 ug/mL against Escherichia coli JSR-O";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1123250";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"50.0"
"CHEMBL64946";"";"None";"229.06";"0";"-0.64";"9";"N[C@@H](CCl)C(=O)N[C@@H](CCl)C(=O)O";"MIC";"'>'";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL674091";"Compound was tested for antibacterial activity at a concentration of 500 ug/mL against Escherichia coli ATCC";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1123250";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"100.0"
"CHEMBL64946";"";"None";"229.06";"0";"-0.64";"9";"N[C@@H](CCl)C(=O)N[C@@H](CCl)C(=O)O";"MIC";"'>'";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL674092";"Compound was tested for antibacterial activity at a concentration of 500 ug/mL against Escherichia coli JSR-O";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1123250";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"100.0"
"CHEMBL81662";"";"None";"262.31";"0";"-2.28";"19a";"CNC[C@H](O)C[C@@H](N)CC(=O)NN(C)CC(=O)O";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL682951";"In vitro antibacterial activity against Escherichia coli MG1655";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1136118";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"8.0"
"CHEMBL384691";"";"None";"297.44";"1";"5.73";"II";"CC(C)(C)c1cc(Nc2ccccc2)c(O)c(C(C)(C)C)c1";"MIC";"'>'";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL855984";"Antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1137281";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"50.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"Nalidixic acid";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL904493";"Antimicrobial activity against Escherichia coli M083 mutant with AG100 lon4::IS186 acrR::IS1 genotype";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146193";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"8.0"
"CHEMBL77258";"";"None";"291.41";"0";"2.19";"8j";"CCCCC(CC(=O)NO)S(=O)(=O)C1CCCCC1";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL673745";"In vitro antibacterial activity against isolated Escherichia coli DC2";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1133694";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"8.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"Nalidixic acid";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL904498";"Antimicrobial activity against Escherichia coli M114 mutant with AG100 lon4::IS186 marR::IS2 genotype";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146193";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"8.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"Nalidixic acid";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL904499";"Antimicrobial activity against Escherichia coli M124 mutant with AG100 lon4::IS186 acrR::IS genotype";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146193";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"8.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"Nalidixic acid";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"24.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL904502";"Antimicrobial activity against Escherichia coli AG112 mutant with marR genotype after 125 generations in absence of tetracycline";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146193";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"24.0"
